Consumer_number,Consumer_type
CCHN75695541247313,domestic
BJUL26862402946929,domestic
AHRS09143478140413,domestic
BFGF60910984219668,domestic
AGMJ12651752997690,domestic
BLKA91958090523731,domestic
AETZ84900699623758,domestic
CPZA08237402417956,domestic
AXMH20147013405642,domestic
CILJ41130124855400,domestic
BXJB01465418990408,domestic
BNQI35831313182189,domestic
ANRQ13695652944696,domestic
BEOS23186942534679,rural expansion
ACFO34429795230092,domestic
AKVR84442922648641,domestic
BHSP08546415984939,domestic
COGR27626116484622,domestic
AKPO44149749046940,domestic
CGZQ51860631755813,domestic
ALJG35074413704741,domestic
BQLL45564541890350,domestic
AAOE38841456125829,domestic
AYQO37717220378314,domestic
ANZC17788035837533,domestic
BTWR13786264243785,domestic
CPBJ54151916894119,domestic
AFWT26858278695881,domestic
BFHG93354881548041,domestic
ANUC88458899217191,domestic
BIMZ43819880227832,domestic
ANBX01682016859676,domestic
ACCU02558106295709,domestic
AFSY54170563671170,domestic
CIMM13573278335369,domestic
BMGG71603336278847,domestic
AUCF13589631222311,domestic
CCIO13153806781725,domestic
CRSX61241165447718,domestic
CMAX95784913704927,domestic
BWSP46906713867246,domestic
BNFH07717131290936,domestic
CPZB44498856259050,domestic
BZBU61508188457038,domestic
BIPM35622302457466,domestic
CQQS63585566890104,domestic
ARHF21899438561597,domestic
BBPL06051624912427,domestic
AOHK98949600504077,domestic
CLWU82982155057224,domestic
BVGJ36551870358563,domestic
ARUB70237201439815,domestic
BAWO57656978292211,domestic
CKUJ88884793268791,domestic
BOPL29772184308742,domestic
AOEJ89843581679040,domestic
BFAN86951238146520,domestic
AHBR32187843034840,domestic
AQUF30081453276081,domestic
BYZJ18114791376062,domestic
AWDY99115030359349,domestic
BSZN76266203645498,domestic
CSAM33330790477403,domestic
BBEO19515662018575,domestic
AIDQ59880921518463,domestic
CHJX15776591156908,domestic
BFUJ83764069089768,domestic
CROW27556627596606,domestic
ANJY21490989116841,domestic
APRY44422747384172,domestic
CJDH28472050431343,domestic
BJVI70824794524299,domestic
AFNZ63538825536415,domestic
BPNQ17881987985345,domestic
ALLT59274001247086,domestic
BZEX88664552058672,domestic
AIDU78693031984859,domestic
AMTY31504323919378,domestic
CGHP00447891914038,domestic
BOZI02884873644651,domestic
CCYH87445309777574,domestic
AIOK61793661007767,domestic
ALRM20397380046062,domestic
BIHR11743601313651,domestic
BDEH67833379781287,domestic
BBDW85739804113100,domestic
ATBR64885838342223,domestic
AMPD09641298436886,domestic
CBBI70868504750554,domestic
CICM58839704680300,domestic
AWEU46915127885993,domestic
AKJG61834730986819,domestic
BHEI67208706015850,domestic
BEDN07244646025925,domestic
ASJL87269162830617,domestic
CBCG52602244943964,domestic
ABJY70998031898801,domestic
CMWO78241798071300,domestic
CKWW91936441690769,domestic
AIQV34906561285029,domestic
BCHA50032958688472,domestic
BDCT31057926311729,domestic
AYKK79878657132170,domestic
BBZN57786677603034,domestic
AMEQ16502856938546,domestic
BQPH50268360567546,domestic
BFGF60910984219668,domestic
AETZ84900699623758,domestic
AXMH20147013405642,domestic
BTQN34580892337180,domestic
BNQI35831313182189,domestic
ANRQ13695652944696,domestic
CQRB96881553608448,domestic
CNKG94413751590658,domestic
CCCR95267444719612,domestic
ABAI52662862986351,domestic
ALJG35074413704741,domestic
ATPV63467729485299,domestic
AAOE38841456125829,domestic
AJSG95207591772608,domestic
AYCQ27879701886520,domestic
CEIH00809202574893,domestic
BPEH22292342068713,domestic
BYSH05055612998230,domestic
AQSX31143000726042,domestic
CDKH19060761209306,domestic
AAFB08665155868896,domestic
COTI54055959204199,domestic
AQQW74627726403253,domestic
ASBF58142618485961,domestic
ABFV60599919181200,domestic
AUCF13589631222311,domestic
CCIO13153806781725,domestic
CRSX61241165447718,domestic
AFJH12257330227897,domestic
ANDP90974206185092,domestic
BNFH07717131290936,domestic
AWST84897491166731,domestic
CQQQ32449658490819,domestic
ARHF21899438561597,domestic
AKVI41889850773856,domestic
BXRP91708383915509,domestic
AHWI06087798679302,domestic
ANLD66603708361402,domestic
BGWN31018060618030,domestic
AOHK98949600504077,domestic
CDVT52568213116894,domestic
CLWU82982155057224,domestic
BMEZ06107483224934,domestic
BVGJ36551870358563,domestic
BOYJ96892156108263,domestic
ARUB70237201439815,domestic
CLTU41669595225713,domestic
CKUJ88884793268791,domestic
CSBO99662397817814,domestic
AKAB17471096956395,domestic
ALQO83832328097092,domestic
BAFB39096985705278,domestic
CCWX79840526560171,domestic
BEOZ46057433221664,domestic
BOEN21370072959658,domestic
APCV75193862317784,domestic
AJQX46487306093741,domestic
BBFV02087352655930,domestic
BHPH08227339866126,domestic
CSAM33330790477403,domestic
6DPSTCGMKCX00SX7HH1I,low income families
AKTL69122026968974,domestic
AYYG33097696714305,domestic
AVGK06279471834097,domestic
AHEP78890449347712,domestic
AINE72830958617139,domestic
AICF44924980212753,domestic
CAGR26854066714612,domestic
BVSB99802491114921,domestic
CCJZ71841421835149,domestic
CAIZ34115790468807,domestic
56FNDDL3LX6P4ZLRLMUS,low income families
AXII63775419907722,domestic
BXEK17186294371849,domestic
AQFJ07653742634588,domestic
BZMT28568177414361,domestic
BTMB69219353169439,domestic
AYGJ43370884662760,domestic
ASNM24979285988855,domestic
CNCP92095886983664,domestic
AFUS47776176150839,domestic
BAZI94815151336208,domestic
AZAT40489830713754,domestic
AZGC78268663958179,domestic
AXLC67724573890557,domestic
BBDW85739804113100,domestic
AFEB05877096264865,domestic
CICM58839704680300,domestic
ASJL87269162830617,domestic
CBCG52602244943964,domestic
AYNA37635557935055,rural expansion
BGVC53304141192377,domestic
AJNU67820778945024,domestic
AYTH58675021045413,domestic
BPAL91399298567260,domestic
BKNW72058028170199,domestic
BCHA50032958688472,domestic
ASKE13664235411576,domestic
AEWB02670560044630,domestic
BZME96986574105318,domestic
AQWE58624726778642,domestic
CCHN75695541247313,domestic
CQLD45280025732099,domestic
AEFC75773517033943,domestic
BWIR81639078882809,domestic
BFVI12863651640531,domestic
CAQZ11415642108337,domestic
CILJ41130124855400,domestic
BQKU03508861792913,domestic
AEFS05978996773692,domestic
BZXM54308581001604,domestic
BFRJ69739799906578,domestic
AKPO44149749046940,domestic
CCCR95267444719612,domestic
ABAI52662862986351,domestic
BWEK92742685837450,rural expansion
AVXB71541397306540,domestic
CEIH00809202574893,domestic
BPEH22292342068713,domestic
BXLC90284791106892,domestic
BFHG93354881548041,domestic
BYSH05055612998230,domestic
ANUC88458899217191,domestic
AAFB08665155868896,domestic
CLIC59839032126303,domestic
CDYL37398684716153,domestic
BBSH87353674275768,domestic
ASBF58142618485961,domestic
AFSY54170563671170,domestic
CIMM13573278335369,domestic
AUCF13589631222311,domestic
CMAX95784913704927,domestic
ANDP90974206185092,domestic
ARHF21899438561597,domestic
BOOP60477302483001,domestic
CBAG68400831972697,domestic
ABPG75219755863693,domestic
BBPL06051624912427,domestic
AOHK98949600504077,domestic
BOYJ96892156108263,domestic
CKUJ88884793268791,domestic
CSBO99662397817814,rural expansion
CEHV63530382838218,domestic
ARRJ92904952558330,domestic
BFAN86951238146520,domestic
BYZJ18114791376062,domestic
CBUB40284685595732,domestic
AJQX46487306093741,domestic
AFHU65615774061268,domestic
CHUE05378737824658,domestic
AAMA21442743095259,domestic
BBEO19515662018575,domestic
6DPSTCGMKCX00SX7HH1I,low income families
BGGA05002756012546,domestic
AKTL69122026968974,domestic
BMYT38831244461329,domestic
CJNV13943326099007,domestic
BWLH82579356877582,domestic
BPNQ17881987985345,domestic
BJFK42543205246848,domestic
AOIG63499995935781,domestic
CGQN86824330487885,domestic
CAIZ34115790468807,domestic
CCFU92638783080987,domestic
56FNDDL3LX6P4ZLRLMUS,low income families
AXII63775419907722,domestic
BJYJ36192874808343,domestic
AXIT08574985071392,industrial
ANKX09566046660459,domestic
ASNM24979285988855,domestic
CNCP92095886983664,domestic
BOZI02884873644651,domestic
BHLL20235937288740,domestic
AKJG61834730986819,domestic
CIFQ13300604246298,domestic
AUPC98008544735961,domestic
BGVC53304141192377,domestic
AYTH58675021045413,domestic
CKWW91936441690769,domestic
CQFP36644097674182,domestic
BPAL91399298567260,rural expansion
AIQV34906561285029,domestic
BKNW72058028170199,domestic
ASKE13664235411576,domestic
AEWB02670560044630,domestic
BZME96986574105318,domestic
CFMK47996226925600,domestic
AQWE58624726778642,domestic
AJXS26179954436005,domestic
BBZN57786677603034,domestic
ACHV24033785523595,domestic
AZLD55541582402653,domestic
AHRS09143478140413,domestic
ARWK85633265387042,domestic
BGUP15615229848394,domestic
APHQ08516387020226,domestic
AUYW94980027055621,domestic
AXMH20147013405642,domestic
CMTW32497802846109,domestic
AEFS05978996773692,domestic
BFRJ69739799906578,domestic
APAL45486156533237,domestic
BJUR82939514905295,domestic
CNKG94413751590658,domestic
BWEK92742685837450,domestic
AVXB71541397306540,rural expansion
CDZV17565093955637,domestic
BFHG93354881548041,domestic
ANUC88458899217191,domestic
AUNM26579522935195,domestic
BRSZ79781046520497,domestic
AAFB08665155868896,domestic
ANBX01682016859676,domestic
ANYB67056768445216,domestic
COTI54055959204199,domestic
CDYL37398684716153,domestic
ADFQ97746184260609,domestic
AFSY54170563671170,domestic
BMGG71603336278847,rural expansion
CILM84350749067405,domestic
CMAX95784913704927,domestic
ARJT85360008779941,domestic
BNFH07717131290936,domestic
BKNH43858986603210,domestic
AWST84897491166731,domestic
BIPM35622302457466,domestic
CCLW39218663271411,domestic
BLRM57665140263202,domestic
AORF51494342399665,domestic
CLWU82982155057224,domestic
AJFF02173141727464,domestic
AOUJ18409107486383,domestic
BFTX77600840373459,domestic
BKHL83776790683362,rural expansion
BFUY37819830836707,rural expansion
AOEJ89843581679040,domestic
BEOZ46057433221664,domestic
BOEN21370072959658,domestic
ABNU93353927010442,domestic
BBFV02087352655930,domestic
6DPSTCGMKCX00SX7HH1I,low income families
BTLW34880199972923,domestic
AIDQ59880921518463,domestic
BSFY52584510916687,domestic
CROW27556627596606,domestic
AVGK06279471834097,domestic
CJDH28472050431343,domestic
ADMG63125215360680,domestic
CJNV13943326099007,domestic
CLYJ22239126444258,domestic
CFQU99988873480818,domestic
CCFU92638783080987,domestic
BLZJ27827205610231,domestic
56FNDDL3LX6P4ZLRLMUS,low income families
CRDE08011919849228,domestic
AXII63775419907722,domestic
BXEK17186294371849,domestic
AIHA34110171634564,domestic
AIDU78693031984859,domestic
CHPF76419577033392,domestic
AYGJ43370884662760,domestic
BOHS16639987121930,domestic
BHLL20235937288740,domestic
AIOK61793661007767,domestic
CEIK94085608626974,domestic
AZGC78268663958179,domestic
BIHR11743601313651,domestic
ADKJ28888159656578,domestic
BDPH88064572012444,domestic
ATBR64885838342223,domestic
AMPD09641298436886,domestic
CKRP66493950680776,domestic
AFEB05877096264865,domestic
APGZ75656701240008,domestic
ANFO43917520561872,domestic
AFMC51395024265665,domestic
AIIZ24050136999119,domestic
ABJY70998031898801,domestic
AJNU67820778945024,domestic
BKNW72058028170199,domestic
BDCT31057926311729,domestic
BZME96986574105318,domestic
AJXS26179954436005,domestic
AHOP38022614056533,domestic
CCHN75695541247313,domestic
BQPH50268360567546,domestic
CQLD45280025732099,domestic
AEFC75773517033943,domestic
BLKA91958090523731,domestic
AYXO71088086013877,domestic
AMYE55794050662655,domestic
BQHI85608645117225,domestic
ANTY71559607274752,domestic
BXJB01465418990408,domestic
CJVC87483809127563,domestic
AUTE21506062019754,domestic
ACFO34429795230092,domestic
BZXM54308581001604,domestic
CQRB96881553608448,domestic
APAL45486156533237,domestic
AKVR84442922648641,domestic
CNKG94413751590658,domestic
COGR27626116484622,domestic
CCCR95267444719612,domestic
AAOE38841456125829,domestic
AVXB71541397306540,domestic
ANZC17788035837533,domestic
BXLC90284791106892,domestic
BFHG93354881548041,domestic
AQSX31143000726042,domestic
ANUC88458899217191,domestic
CDKH19060761209306,domestic
CNNK72240298676153,domestic
ANYB67056768445216,domestic
CLIC59839032126303,domestic
CDYL37398684716153,domestic
BRHJ41780364112189,domestic
CMAX95784913704927,domestic
ANDP90974206185092,domestic
BXRP55454411746372,domestic
BWSP46906713867246,domestic
CHVB53003595688659,domestic
AXJA16913850614550,domestic
CPZB44498856259050,domestic
CQQQ32449658490819,domestic
BWEY70261167234115,domestic
BIPM35622302457466,domestic
CFUN91513615869213,domestic
CCLW39218663271411,domestic
BXRP91708383915509,domestic
AHWI06087798679302,domestic
ANLD66603708361402,domestic
ASUT74855302621738,domestic
BMEZ06107483224934,domestic
ARRJ92904952558330,domestic
BFAN86951238146520,domestic
AHBR32187843034840,domestic
BLTY97646557631132,domestic
APCV75193862317784,domestic
CAAS12715586930209,domestic
BYZJ18114791376062,domestic
BBFV02087352655930,domestic
CSAM33330790477403,domestic
AWLC22452172120509,domestic
COHM22290472541470,domestic
BGGA05002756012546,domestic
BTLW34880199972923,domestic
BUJU38539004541288,domestic
CHJX15776591156908,domestic
BFMU24944227045987,domestic
CROW27556627596606,domestic
AVGK06279471834097,domestic
CJDH28472050431343,domestic
ADMG63125215360680,domestic
AHEP78890449347712,domestic
AOVS90658910578216,domestic
BJVI70824794524299,domestic
CJNV13943326099007,domestic
BEZJ31315006378784,domestic
ADQF93078741597368,domestic
ALLT59274001247086,domestic
BMUW64719868740298,domestic
AEUJ09164409405566,domestic
CAGR26854066714612,domestic
CGZB94439237291093,domestic
CCJZ71841421835149,domestic
CLPH85812482628759,domestic
ASNM24979285988855,domestic
BBHD49373381756019,domestic
AUZF43755803907585,domestic
BOHS16639987121930,domestic
CCYH87445309777574,domestic
ATCJ98049049417568,domestic
AXLC67724573890557,domestic
BBDW85739804113100,domestic
CBBI70868504750554,domestic
AFEB05877096264865,domestic
BWCA48911841872706,domestic
AKJG61834730986819,domestic
ANJH91492596366049,domestic
AWZE50968626225975,domestic
BEDN07244646025925,domestic
CBCG52602244943964,domestic
BFFQ43038764850200,domestic
AYNA37635557935055,domestic
BGVC53304141192377,domestic
APNW26476368812069,domestic
CMWO78241798071300,domestic
BRRD23432291304396,domestic
AYTH58675021045413,domestic
CKWW91936441690769,domestic
BTEQ68119606355678,domestic
AZON20387657242393,domestic
AEWB02670560044630,domestic
BZME96986574105318,domestic
AJXS26179954436005,domestic
AZLD55541582402653,domestic
CCHN75695541247313,domestic
AMEQ16502856938546,domestic
BQPH50268360567546,domestic
AHRS09143478140413,domestic
BFGF60910984219668,domestic
AEFC75773517033943,domestic
BYFU77106189255070,domestic
ASTP49177086295133,domestic
CPZA08237402417956,domestic
AXMH20147013405642,domestic
AGLF62214221552203,domestic
CEDG21608626632634,domestic
ANRQ13695652944696,domestic
AEFS05978996773692,domestic
ACFO34429795230092,domestic
AYXL65456998879254,domestic
BJUR82939514905295,domestic
BHSP08546415984939,domestic
COIW26344763539690,domestic
ABAI52662862986351,domestic
BWEK92742685837450,domestic
CEIH00809202574893,domestic
AFWT26858278695881,domestic
BXLC90284791106892,domestic
AQSX31143000726042,domestic
ANUC88458899217191,domestic
AAFB08665155868896,domestic
CNNK72240298676153,domestic
BIMZ43819880227832,domestic
AIOK75073797109318,domestic
ANBX01682016859676,domestic
ABFV60599919181200,domestic
AAHN80390828341921,domestic
CILM84350749067405,domestic
CRSX61241165447718,domestic
AFJH12257330227897,domestic
AMUF47602690898684,domestic
BNFH07717131290936,construction
CMQT41373572067752,domestic
AWST84897491166731,domestic
CPZB44498856259050,domestic
AHWI06087798679302,domestic
BOOP60477302483001,domestic
ABPG75219755863693,domestic
AORF51494342399665,domestic
BGWN31018060618030,domestic
BMEZ06107483224934,domestic
AIGB13482865389566,domestic
AKAB17471096956395,domestic
BFTX77600840373459,domestic
BKHL83776790683362,domestic
ARRJ92904952558330,domestic
BEOZ46057433221664,domestic
BOEN21370072959658,domestic
BLTY97646557631132,domestic
CBUB40284685595732,domestic
AFHU65615774061268,domestic
BBFV02087352655930,domestic
BHPH08227339866126,domestic
AAMA21442743095259,domestic
CDTG89840774911313,domestic
BUJU38539004541288,domestic
AIDQ59880921518463,domestic
CHJX15776591156908,domestic
AOEG09042023598061,domestic
AYYG33097696714305,domestic
BSFY52584510916687,domestic
BFUJ83764069089768,domestic
ADMG63125215360680,domestic
AHEP78890449347712,domestic
BJVI70824794524299,domestic
ADQF93078741597368,domestic
BPNQ17881987985345,domestic
CNXD53710738547855,domestic
ASNM24979285988855,domestic
BOHS16639987121930,domestic
BHLL20235937288740,domestic
AIOK61793661007767,domestic
CBFA81440062654909,domestic
BDEH67833379781287,domestic
ADKJ28888159656578,domestic
BDPH88064572012444,domestic
CIGU16822134207871,domestic
CBBI70868504750554,domestic
ANJH91492596366049,domestic
ASOG97071762150736,domestic
CBCG52602244943964,domestic
AUPC98008544735961,domestic
BGVC53304141192377,domestic
CQFP36644097674182,domestic
BDCT31057926311729,domestic
BKLU26482876250409,domestic
CFMK47996226925600,domestic
AQWE58624726778642,domestic
AJXS26179954436005,domestic
AHOP38022614056533,domestic
AMEQ16502856938546,domestic
BQPH50268360567546,domestic
AHRS09143478140413,domestic
BCAQ50727642835111,domestic
BGUP15615229848394,domestic
AEFC75773517033943,domestic
CJUC46863527158634,domestic
AETZ84900699623758,domestic
AUYW94980027055621,domestic
AMYE55794050662655,domestic
CPZA08237402417956,domestic
AGLF62214221552203,domestic
ANTY71559607274752,domestic
BXJB01465418990408,domestic
6I98U895XX940ZQYQUQV,domestic
BJUR82939514905295,domestic
ATDG36069233118900,domestic
BHSP08546415984939,domestic
CCCR95267444719612,domestic
ABAI52662862986351,domestic
ALJG35074413704741,domestic
ATPV63467729485299,domestic
BQLL45564541890350,domestic
AAOE38841456125829,domestic
AVXB71541397306540,domestic
ANZC17788035837533,domestic
CDZV17565093955637,domestic
AYCQ27879701886520,domestic
AFWT26858278695881,domestic
BFHG93354881548041,domestic
BRSZ79781046520497,domestic
CDKH19060761209306,domestic
AAFB08665155868896,domestic
BIMZ43819880227832,domestic
ANYB67056768445216,domestic
ACCU02558106295709,domestic
COTI54055959204199,domestic
ASBF58142618485961,domestic
CILM84350749067405,domestic
CCIO13153806781725,domestic
AFJH12257330227897,domestic
BGRP06200516971840,domestic
CHVB53003595688659,domestic
CPZB44498856259050,domestic
CQQQ32449658490819,domestic
BWEY70261167234115,domestic
BLRM57665140263202,domestic
AHWI06087798679302,domestic
BOOP60477302483001,domestic
CBAG68400831972697,domestic
ABPG75219755863693,domestic
AZEJ12165558651749,domestic
BVGJ36551870358563,domestic
BOYJ96892156108263,domestic
ARUB70237201439815,domestic
CSBO99662397817814,domestic
AKAB17471096956395,domestic
BFSY55248774146033,domestic
AYAB10444641387551,domestic
CEHV63530382838218,domestic
BFUY37819830836707,domestic
BVZK48829409709070,domestic
BAFB39096985705278,domestic
CCWX79840526560171,domestic
CJFN54058289744954,domestic
BOEN21370072959658,domestic
BLTY97646557631132,domestic
CAAS12715586930209,domestic
BYZJ18114791376062,domestic
CHUE05378737824658,domestic
CSAM33330790477403,domestic
6DPSTCGMKCX00SX7HH1I,low income families
COHM22290472541470,domestic
BGGA05002756012546,domestic
BFMU24944227045987,domestic
CROW27556627596606,domestic
ATKN12858218389468,domestic
AVGK06279471834097,domestic
BEZJ31315006378784,domestic
BYXO34896583042542,domestic
ADQF93078741597368,domestic
ALLT59274001247086,domestic
BGHJ71437029011217,domestic
AXIT08574985071392,domestic
AMTY31504323919378,domestic
AFUS47776176150839,domestic
CCYH87445309777574,domestic
BHLL20235937288740,domestic
BAZI94815151336208,domestic
AFEB05877096264865,domestic
AWZE50968626225975,domestic
ASOG97071762150736,domestic
BEDN07244646025925,domestic
BPEM68678858839222,domestic
CIFQ13300604246298,domestic
BGVC53304141192377,domestic
CMWO78241798071300,domestic
AYTH58675021045413,domestic
CQFP36644097674182,domestic
BTEQ68119606355678,domestic
ASKE13664235411576,domestic
AEWB02670560044630,domestic
BZME96986574105318,domestic
ADKI14147498981435,domestic
AHRS09143478140413,domestic
AHNW14635116957638,domestic
BCAQ50727642835111,domestic
BLKA91958090523731,domestic
CAQZ11415642108337,domestic
CCQN87368625236694,domestic
AXMH20147013405642,domestic
BQKU03508861792913,domestic
BNQI35831313182189,domestic
AEFS05978996773692,domestic
BEOS23186942534679,domestic
ACFO34429795230092,domestic
BZXM54308581001604,domestic
APAL45486156533237,domestic
BJUR82939514905295,domestic
CEHN86139617365229,domestic
COGR27626116484622,domestic
CGZQ51860631755813,domestic
ABAI52662862986351,domestic
BWEK92742685837450,domestic
AYQO37717220378314,domestic
AUNM26579522935195,domestic
CDKH19060761209306,domestic
AAFB08665155868896,domestic
ACCU02558106295709,domestic
COTI54055959204199,domestic
CDYL37398684716153,domestic
ADFQ97746184260609,domestic
ABFV60599919181200,domestic
BRHJ41780364112189,domestic
BMGG71603336278847,domestic
CILM84350749067405,domestic
AMUF47602690898684,domestic
ARJT85360008779941,domestic
BNFH07717131290936,domestic
BZBU61508188457038,domestic
BIPM35622302457466,domestic
CFUN91513615869213,domestic
AKVI41889850773856,domestic
BXRP91708383915509,domestic
ABPG75219755863693,domestic
AZEJ12165558651749,domestic
CLTU41669595225713,domestic
CSBO99662397817814,domestic
AOUJ18409107486383,domestic
BFSY55248774146033,domestic
BKHL83776790683362,domestic
CEHV63530382838218,domestic
BFUY37819830836707,domestic
CMCS57045242234040,domestic
CCWX79840526560171,domestic
BOEN21370072959658,domestic
ABNU93353927010442,domestic
APCV75193862317784,domestic
CAAS12715586930209,domestic
BUWL44792374295618,domestic
BOXS01788895034253,domestic
AJQX46487306093741,domestic
BBFV02087352655930,domestic
AAMA21442743095259,domestic
BBEO19515662018575,domestic
6DPSTCGMKCX00SX7HH1I,low income families
BTLW34880199972923,domestic
CHJX15776591156908,domestic
BSFY52584510916687,domestic
ADQF93078741597368,domestic
BJFK42543205246848,domestic
AJLO90025696512190,domestic
AFUS47776176150839,domestic
CPZI51927319340614,domestic
ARAM13096371148484,domestic
AQME99306617492920,domestic
BAZI94815151336208,domestic
BAZI94815151336208,domestic
CBFA81440062654909,domestic
CIGU16822134207871,domestic
BHEI67208706015850,domestic
CIFQ13300604246298,domestic
ABJY70998031898801,domestic
AJNU67820778945024,domestic
BATO93315231035648,domestic
BRRD23432291304396,domestic
ASTC44123402461681,domestic
BKLU26482876250409,domestic
CFMK47996226925600,domestic
AQWE58624726778642,domestic
AJXS26179954436005,domestic
BBZN57786677603034,domestic
CCHN75695541247313,domestic
AMEQ16502856938546,domestic
AGMJ12651752997690,domestic
AYXO71088086013877,domestic
APHQ08516387020226,domestic
AETZ84900699623758,domestic
AGZS18485058078679,domestic
BFVI12863651640531,domestic
CCQN87368625236694,domestic
CILJ41130124855400,domestic
AGLF62214221552203,domestic
BXJB01465418990408,domestic
CEDG21608626632634,domestic
ACFO34429795230092,domestic
BAIN53842535561578,domestic
AYXL65456998879254,domestic
AFXH47404083481650,domestic
BFRJ69739799906578,domestic
APAL45486156533237,domestic
BJUR82939514905295,domestic
AKVR84442922648641,domestic
CEHN86139617365229,domestic
BWEK92742685837450,domestic
AVXB71541397306540,domestic
AYQO37717220378314,domestic
CDZV17565093955637,domestic
CEIH00809202574893,domestic
BTWR13786264243785,domestic
CPBJ54151916894119,domestic
BYSH05055612998230,domestic
ANUC88458899217191,domestic
AYZZ01580638635276,domestic
CNNK72240298676153,domestic
ANBX01682016859676,domestic
APLS31340475304349,domestic
BMGG71603336278847,domestic
AUCF13589631222311,domestic
AMUF47602690898684,domestic
ARJT85360008779941,domestic
BGRP06200516971840,domestic
BNFH07717131290936,domestic
AVCV26042872026220,domestic
CHVB53003595688659,domestic
AXJA16913850614550,domestic
CPZB44498856259050,domestic
CCLW39218663271411,domestic
BXRP91708383915509,domestic
BOOP60477302483001,domestic
AORF51494342399665,domestic
AOHK98949600504077,domestic
CLWU82982155057224,domestic
BVGJ36551870358563,domestic
AYAB10444641387551,domestic
BKHL83776790683362,domestic
BFUY37819830836707,domestic
AOEJ89843581679040,domestic
BAFB39096985705278,domestic
BEOZ46057433221664,domestic
BFAN86951238146520,domestic
BOEN21370072959658,domestic
APCV75193862317784,domestic
CAAS12715586930209,domestic
BBFV02087352655930,domestic
BIZO63036556944015,domestic
BHPH08227339866126,domestic
AAMA21442743095259,domestic
CDTG89840774911313,domestic
BBEO19515662018575,domestic
AIDQ59880921518463,domestic
AYYG33097696714305,domestic
AKNC63427633051928,domestic
ADMG63125215360680,domestic
BVSB99802491114921,domestic
CFQU99988873480818,domestic
AIHA34110171634564,domestic
AMTY31504323919378,domestic
CQHA89736797756753,domestic
AYGJ43370884662760,domestic
BOHS16639987121930,domestic
ARAM13096371148484,domestic
BHLL20235937288740,domestic
AQME99306617492920,domestic
AZAT40489830713754,domestic
AZGC78268663958179,domestic
CBFA81440062654909,domestic
BIHR11743601313651,domestic
BBDW85739804113100,domestic
ADKJ28888159656578,domestic
BGXL06131924384889,domestic
ATBR64885838342223,domestic
ANFO43917520561872,domestic
CBCG52602244943964,domestic
CIFQ13300604246298,domestic
AYNA37635557935055,domestic
AIIZ24050136999119,domestic
ABJY70998031898801,domestic
AJNU67820778945024,domestic
BRRD23432291304396,domestic
BKNW72058028170199,domestic
BBZN57786677603034,domestic
ACHV24033785523595,domestic
ADKI14147498981435,domestic
BJUL26862402946929,domestic
CQLD45280025732099,domestic
AYXO71088086013877,domestic
CJUC46863527158634,domestic
BWIR81639078882809,domestic
APHQ08516387020226,domestic
ASTP49177086295133,domestic
AMYE55794050662655,domestic
CCQN87368625236694,domestic
AXMH20147013405642,domestic
CILJ41130124855400,domestic
AGLF62214221552203,domestic
BQKU03508861792913,domestic
BXJB01465418990408,domestic
BTQN34580892337180,domestic
CJVC87483809127563,domestic
ADLB09580468532448,domestic
CMTW32497802846109,domestic
ANRQ13695652944696,domestic
AYXL65456998879254,domestic
AFXH47404083481650,domestic
BFRJ69739799906578,domestic
CEHN86139617365229,domestic
CNKG94413751590658,domestic
CGZQ51860631755813,domestic
CCCR95267444719612,domestic
BXLC90284791106892,domestic
ANUC88458899217191,domestic
AAFB08665155868896,domestic
BIMZ43819880227832,domestic
CLIC59839032126303,domestic
COTI54055959204199,domestic
ASBF58142618485961,domestic
ABFV60599919181200,domestic
BWFT08463084546894,domestic
CRVF89625291079437,domestic
CMAX95784913704927,domestic
BWSP46906713867246,domestic
ARJT85360008779941,domestic
BNFH07717131290936,domestic
AVCV26042872026220,domestic
AWST84897491166731,domestic
AXJA16913850614550,domestic
CPZB44498856259050,domestic
BWEY70261167234115,domestic
CFUN91513615869213,domestic
BOOP60477302483001,domestic
ANLD66603708361402,domestic
AORF51494342399665,domestic
BBPL06051624912427,domestic
BGWN31018060618030,domestic
CDVT52568213116894,domestic
AZEJ12165558651749,domestic
BOYJ96892156108263,domestic
ARUB70237201439815,domestic
CLTU41669595225713,domestic
CKUJ88884793268791,domestic
AKAB17471096956395,domestic
BFSY55248774146033,domestic
BOPL29772184308742,domestic
AOPS32757061277582,domestic
BKHL83776790683362,domestic
BFUY37819830836707,domestic
BAFB39096985705278,domestic
BOEN21370072959658,domestic
ABNU93353927010442,domestic
BLTY97646557631132,domestic
CJJT97196924898433,domestic
6DPSTCGMKCX00SX7HH1I,low income families
AKTL69122026968974,domestic
AOEG09042023598061,domestic
AYYG33097696714305,domestic
AGDQ63255866517176,domestic
BFUJ83764069089768,domestic
ANJY21490989116841,domestic
AINE72830958617139,domestic
BJFK42543205246848,domestic
CJQL52749788011402,domestic
BTMB69219353169439,domestic
CQPH94236244209446,domestic
CHPF76419577033392,domestic
AYGJ43370884662760,domestic
ASNM24979285988855,domestic
BOZI02884873644651,domestic
BOHS16639987121930,domestic
CPZI51927319340614,domestic
CCYH87445309777574,domestic
BHLL20235937288740,domestic
BAZI94815151336208,domestic
AZAT40489830713754,domestic
CEIK94085608626974,domestic
CBFA81440062654909,domestic
BIHR11743601313651,domestic
