Consumer_number,Consumer_type
MBUV59347024932724,industrial
PANP21106415508656,industrial
GFFG01798583116046,low income families
DWOL20606574790454,industrial
NALN72893435915752,industrial
GGSK50409018679457,industrial
AQLT91571953050328,industrial
KPOA19937532089126,low income families
AGZD07213467721118,low income families
WCHP01465080695384,industrial
FUJF39175092986945,low income families
CSKC19500104342907,industrial
MFDJ07858304464337,low income families
ZUEG92816111795774,low income families
HVTL73614800406347,low income families
IORP35333790633319,industrial
WSOS89385934832925,industrial
UCOU65888903574985,low income families
YCFT83502606152533,industrial
SABC71340820159272,low income families
DLEW66076045020818,industrial
NPQZ40288669056008,low income families
EOIV29302505876460,low income families
VXNE19652261559585,low income families
TLLE62817198274366,industrial
RSDP79040509927165,low income families
DVSG92636816250682,low income families
GRXC33020746550125,low income families
DMQW06422804051098,low income families
KCVO76738127528093,low income families
LWMG15631379083436,low income families
HSSV92876412514992,low income families
XIMX65419649946240,low income families
WJLY65217605299802,low income families
IVXM36178913942788,low income families
MXGZ55911612091735,industrial
IHZO02034234995964,industrial
ZMUD27592238141769,industrial
PGSE15093993403333,industrial
GJOA45312134108138,low income families
NZQF59857433519644,low income families
CEZM82527801889609,low income families
TCES88152522045417,industrial
DDIK48453230548846,low income families
KDGB81898028808342,industrial
NVMA56908319529535,low income families
DCOX56894168490254,low income families
MTTO08254040481312,low income families
PTGP50399908823421,low income families
WKRP66567640304049,industrial
CUUK70735165026551,industrial
UWKE06377259555130,low income families
TFNU84099184624322,industrial
OUMQ62822031339542,rural commercial
HHEQ96547817212001,industrial
ZPYP16337102153664,industrial
MGUE22291420733853,low income families
HTNO96068335818471,industrial
EFMG85400770549608,industrial
PVLV93441355167120,industrial
AQOD24312433438779,low income families
RUOS59290074761880,industrial
RAKX51254073813708,low income families
FOGL66608699450492,low income families
QHKK45321815200475,low income families
YRRR18034234217491,low income families
GUBM52912770402798,rural commercial
ZDYE89402681967902,low income families
CNTT86559279224757,low income families
IMBX02784904646581,industrial
ICON64856217974557,industrial
WGUY93961702007063,low income families
ZPVS84874927247581,industrial
NHFT84916099108261,industrial
EGYU92010243816407,industrial
DGEK83201214363039,industrial
FZRQ12179825466791,industrial
CMYC66309298518525,industrial
UQMH00076570081337,industrial
DSUK17557376745378,industrial
RLRX06656346230974,industrial
JFUO85980686170984,low income families
MHKI28456945098761,low income families
HBBB40357355829874,low income families
IMXD19478115201071,industrial
MBUV59347024932724,industrial
GFFG01798583116046,low income families
RGXF59128583066455,industrial
GUOJ42653699971382,low income families
SXEG95083431888101,low income families
ITPJ16307087915606,low income families
DWOL20606574790454,low income families
WFZV77088054772780,low income families
NLZT35421722867668,low income families
WUWZ84672361717279,industrial
NDFS84069941627676,low income families
QZDH51875901969331,low income families
RCZK44567254451440,low income families
EGKE92863689085838,low income families
WCHP01465080695384,industrial
MFDJ07858304464337,low income families
EDOD07461150815386,low income families
HVTL73614800406347,low income families
IORP35333790633319,industrial
WSOS89385934832925,industrial
PBBL36033403303280,low income families
DLEW66076045020818,industrial
DJNJ39568405803546,low income families
EOIV29302505876460,low income families
YUQP73553481477591,low income families
OPRG06975490466843,low income families
CEOM94207501913012,low income families
WXRP25779165797143,low income families
VXNE19652261559585,low income families
DVNY35143645140029,low income families
IGJX95251988371066,industrial
FIQY56544515613149,low income families
VVFJ69549881788613,low income families
WSAQ40927607120203,industrial
YPCS22952921999146,low income families
LLIC24181538486678,low income families
XIMX65419649946240,low income families
FFAR48543703647689,low income families
RAFU09126502665608,low income families
MXGZ55911612091735,industrial
MCUA36598386618228,industrial
YKDS99372558505702,low income families
XNRA02582906985247,industrial
KDWM72343625346724,industrial
DNUT84611745346865,industrial
NZQF59857433519644,low income families
HKAT77109558655690,industrial
FQUQ43338901265430,industrial
NYCR15027250729265,low income families
CEZM82527801889609,low income families
KDGB81898028808342,industrial
NVMA56908319529535,low income families
DENA59981898513652,low income families
HDDT94840634914252,low income families
IKZH08078230683532,low income families
ZKFU57599420843736,industrial
TNMV48252619601627,industrial
UOGZ11532897897405,low income families
JEDB74748652800427,industrial
FMZB01986300050037,low income families
RACE57654281207852,industrial
IIHP65319956540409,industrial
BZVZ46317926323110,industrial
LYCM06827373499892,industrial
BFVV03219122082061,low income families
TGQX37728861690509,low income families
HHEQ96547817212001,industrial
ZPYP16337102153664,industrial
MGUE22291420733853,low income families
BXGC58144989685357,low income families
EFMG85400770549608,industrial
HIJS53113355827126,low income families
ENRN35247370059665,low income families
AQOD24312433438779,low income families
FQTP76220352089542,industrial
MEEP39447833313343,industrial
QHKK45321815200475,low income families
ULXZ74015705818119,low income families
USCV77286769892123,low income families
HDGW89381661531386,low income families
WKTU51551269984216,industrial
ZWAF82502428931885,industrial
LRAL82633550507688,industrial
SMZK19207927441166,industrial
IMBX02784904646581,industrial
RWKP38926216026431,rural commercial
ZPXU23818420860126,low income families
VRSG89618646640143,industrial
GXZA98143958908536,industrial
UCEC85458570758739,low income families
EGYU92010243816407,industrial
DGEK83201214363039,rural commercial
AZQH24086160367709,industrial
KVAN73479116099584,low income families
OIPQ36957733326615,rural commercial
HBST63872873388066,low income families
XYES67726049538336,industrial
GBYA69939822152443,low income families
UZBW04205157504459,rural commercial
IMXD19478115201071,industrial
FUKN92112193372842,low income families
KIVC82184180643031,industrial
LYHK83880786555886,low income families
PANP21106415508656,industrial
RGXF59128583066455,industrial
GUOJ42653699971382,low income families
CIRK82309217383949,rural commercial
KQAF05774103443738,low income families
QUCE33702544874326,industrial
WFZV77088054772780,low income families
NLZT35421722867668,low income families
IWUI42190103436952,industrial
YZTN04719365764875,low income families
EDOD07461150815386,low income families
IORP35333790633319,industrial
CYPV95300994106083,industrial
NTMT09595415161699,low income families
MBFO36071980172730,industrial
SVBP81700542428379,industrial
CMEV84555332378977,rural commercial
DJNJ39568405803546,low income families
TJQR89577141722603,low income families
WXRP25779165797143,rural commercial
UBRF43244118898980,industrial
RSDP79040509927165,low income families
UJXJ03775958628081,low income families
LHEI47595523159786,industrial
IVXM36178913942788,low income families
MXGZ55911612091735,industrial
MCUA36598386618228,industrial
JYBT89780750132404,low income families
GJOA45312134108138,low income families
QVSK49209769731009,low income families
KDWM72343625346724,industrial
FQUQ43338901265430,industrial
TCES88152522045417,industrial
DDIK48453230548846,low income families
BRMB53233961596348,low income families
HDDT94840634914252,low income families
BYYN99780792499601,low income families
OEUA01021948001923,low income families
KACE59603768772805,low income families
HNRD13603113885779,low income families
IKZH08078230683532,low income families
MIDT99995692797081,low income families
TNMV48252619601627,industrial
UOGZ11532897897405,low income families
CUUK70735165026551,industrial
UWKE06377259555130,low income families
TFNU84099184624322,industrial
RACE57654281207852,industrial
AHRA93701497494813,low income families
LYCM06827373499892,industrial
TGQX37728861690509,low income families
BXGC58144989685357,low income families
DWCB87797412819391,industrial
NBQN43033153874355,industrial
ZACP52889206266725,rural commercial
EFMG85400770549608,industrial
HXOV80552734877557,industrial
JVYI66208715585159,low income families
COWH94393019622935,low income families
IGUG41408649074873,industrial
FQHN32673593042325,industrial
XQWY83246515643622,low income families
BENG66184610421490,industrial
CNTT86559279224757,low income families
QFIZ88606191712684,low income families
WKTU51551269984216,industrial
CJWO78407286300281,rural commercial
SMZK19207927441166,industrial
SAWJ78394099744354,low income families
ZPVS84874927247581,rural commercial
NHFT84916099108261,industrial
VRSG89618646640143,industrial
UCEC85458570758739,low income families
FZRQ12179825466791,industrial
FVIF75138037361481,rural commercial
YCEP63387357649644,low income families
OIPQ36957733326615,rural commercial
HBST63872873388066,low income families
JFUO85980686170984,low income families
MHKI28456945098761,low income families
MHTQ56769105256920,industrial
FUKN92112193372842,low income families
MBUV59347024932724,industrial
PANP21106415508656,industrial
TIAI49210553571077,low income families
RGXF59128583066455,industrial
DWOL20606574790454,industrial
UPQB00785123626543,low income families
QUCE33702544874326,industrial
ZXWX55942012223566,low income families
GGSK50409018679457,industrial
UPUN42310315523780,low income families
MPPA13080115709916,low income families
RCZK44567254451440,low income families
EGKE92863689085838,low income families
DJPH52747873678053,low income families
QPAI08658003576169,industrial
MFDJ07858304464337,low income families
CYPV95300994106083,industrial
MBFO36071980172730,industrial
YCFT83502606152533,industrial
PBBL36033403303280,low income families
SABC71340820159272,low income families
PDEK32941045104177,low income families
NPQZ40288669056008,low income families
DJNJ39568405803546,low income families
EOIV29302505876460,low income families
WXRP25779165797143,low income families
UBRF43244118898980,industrial
TLLE62817198274366,low income families
VZFZ93563246854138,low income families
TDCE13502062396117,industrial
ZMWX47693515501077,low income families
PGLW97911208444458,low income families
HGRS67554693069282,industrial
FAGM51511678501495,low income families
EBVU90010372787021,low income families
GJOA45312134108138,low income families
KDWM72343625346724,industrial
DNUT84611745346865,industrial
HNIX48279553082095,low income families
JTES98822694645015,industrial
VOII48117914432340,low income families
KYIN64721824511108,industrial
BRMB53233961596348,low income families
NVMA56908319529535,low income families
DCOX56894168490254,industrial
CUYT42728945308810,low income families
UOGZ11532897897405,low income families
JEDB74748652800427,industrial
WXYF21113361348253,industrial
BSAZ08013603035624,industrial
NBQN43033153874355,industrial
YZFP40606159866526,industrial
EFMG85400770549608,industrial
AVOZ85303473345749,industrial
HIJS53113355827126,low income families
RUOS59290074761880,industrial
IRVK20928971168293,industrial
FQTP76220352089542,industrial
COWH94393019622935,industrial
STQF83788566178063,industrial
FOGL66608699450492,low income families
QHKK45321815200475,low income families
KCTG02392451158535,industrial
YRRR18034234217491,low income families
NGXL37418609394497,industrial
XQWY83246515643622,industrial
KXHE28709548532082,industrial
HDGW89381661531386,low income families
CNTT86559279224757,low income families
BPDC25557573931393,low income families
WKTU51551269984216,industrial
UAYP46617844930357,low income families
SMZK19207927441166,industrial
NZLM45327451935366,industrial
KWHO17423192577736,rural commercial
ZKPG43880444227846,industrial
ZPVS84874927247581,industrial
RWKP38926216026431,low income families
UCEC85458570758739,low income families
DGEK83201214363039,industrial
MUXX08286207117113,industrial
YCEP63387357649644,low income families
KCWE07038330915205,low income families
SGZH61172618141628,industrial
OIPQ36957733326615,industrial
KNTA13295301205579,low income families
XYES67726049538336,industrial
XLCX82778426117846,industrial
EQAD52473277545292,low income families
UZBW04205157504459,industrial
MHTQ56769105256920,industrial
HBBB40357355829874,low income families
OFSQ89007894885379,industrial
GUOJ42653699971382,low income families
SXEG95083431888101,low income families
DWOL20606574790454,industrial
NLZT35421722867668,low income families
NALN72893435915752,industrial
UPUN42310315523780,low income families
KBVR83023619560693,low income families
BTCO02703388351356,industrial
CYPV95300994106083,industrial
EOIV29302505876460,industrial
OPRG06975490466843,low income families
TJQR89577141722603,low income families
RLTR39497644977803,low income families
XWCO75279794098600,low income families
JCCH45150255813989,industrial
QSFE66060132889305,industrial
QZFL11078530140751,rural commercial
WSAQ40927607120203,industrial
IMAL39807907847336,industrial
COIA99590429862472,low income families
ZLHI31057773841353,low income families
NFMC42616650055728,industrial
HSSV92876412514992,low income families
GFUL02502122553375,low income families
FHGT18236683233786,low income families
JAGI00680308242665,industrial
AYIZ58510315322113,low income families
NZQF59857433519644,low income families
TCES88152522045417,industrial
TZUJ69246246430307,industrial
EYCL28119180396222,industrial
ZKFU57599420843736,industrial
UOGZ11532897897405,low income families
CUUK70735165026551,industrial
SLHW75879668705171,industrial
TFNU84099184624322,industrial
OUMQ62822031339542,industrial
IIHP65319956540409,industrial
YIIM15447185956904,industrial
KACC90728987099547,industrial
ZPYP16337102153664,industrial
MGUE22291420733853,industrial
GEXI58848523233536,low income families
EHCJ02706135202063,low income families
YQPA52153664600964,low income families
AVOZ85303473345749,industrial
DWZT19944471696987,industrial
SLWP56209953541770,low income families
ULXZ74015705818119,industrial
NGXL37418609394497,industrial
CNTT86559279224757,low income families
APZE11768434875655,rural commercial
IDLV25802308930770,industrial
LRAL82633550507688,industrial
CJWO78407286300281,low income families
PXBJ59938458126012,low income families
FEAK87950058654775,industrial
IYPF09448390075115,industrial
WGUY93961702007063,industrial
ZKPG43880444227846,industrial
EGYU92010243816407,industrial
OGBF44324779029820,low income families
KVAN73479116099584,rural commercial
XYES67726049538336,industrial
EACA76547460527145,industrial
FZRP63431054534745,industrial
MHTQ56769105256920,industrial
FUKN92112193372842,low income families
KIVC82184180643031,industrial
WTMD49674567154197,low income families
AZBY61891155526602,low income families
DWOL20606574790454,industrial
QUCE33702544874326,industrial
ZXWX55942012223566,low income families
GGSK50409018679457,industrial
UPUN42310315523780,low income families
EGKE92863689085838,low income families
CSKC19500104342907,industrial
FIPV92748687797450,low income families
HVTL73614800406347,industrial
GISB05062343018672,rural commercial
IORP35333790633319,industrial
WWTM07097049580271,industrial
YCFT83502606152533,industrial
NPQZ40288669056008,low income families
DJNJ39568405803546,low income families
YUQP73553481477591,low income families
WXRP25779165797143,low income families
TZUG26964506235646,industrial
ZSSY72106573006963,low income families
JCCH45150255813989,industrial
IGJX95251988371066,industrial
GWCF89004024821094,industrial
DMQW06422804051098,low income families
KOCS31815362992210,industrial
HTJC23555520049211,low income families
XIMX65419649946240,low income families
RTLT54676567718056,low income families
GFUL02502122553375,low income families
FHGT18236683233786,low income families
LRXD56118044550086,low income families
WJRS83950994486167,industrial
JUGV58574305141320,industrial
PUEF37940548587655,industrial
AYIZ58510315322113,low income families
DWLO25953900969722,low income families
QVSK49209769731009,low income families
LDWP74408638280459,industrial
HNIX48279553082095,low income families
VOII48117914432340,low income families
GVAH21693204664851,low income families
BGTF35225240838848,industrial
BRMB53233961596348,low income families
DENA59981898513652,low income families
ZPAS26919496825129,low income families
HDDT94840634914252,industrial
BYYN99780792499601,low income families
KACE59603768772805,low income families
SSAR38458074873537,industrial
RZON01584888357610,industrial
GGQC71175062678571,industrial
HNRD13603113885779,low income families
IKZH08078230683532,low income families
ZKFU57599420843736,industrial
MIDT99995692797081,low income families
JEDB74748652800427,industrial
WKRP66567640304049,industrial
FMZB01986300050037,low income families
PUZZ07640259685759,low income families
OCBA69933533168272,industrial
UWKE06377259555130,low income families
RACE57654281207852,industrial
YIIM15447185956904,industrial
FMWB30477528904604,industrial
TGQX37728861690509,low income families
KACC90728987099547,industrial
ZPYP16337102153664,industrial
NTKM17051501449750,industrial
NBQN43033153874355,industrial
YQPA52153664600964,low income families
HIJS53113355827126,low income families
FQTP76220352089542,industrial
VBII65124445079697,industrial
RAKX51254073813708,low income families
IGUG41408649074873,industrial
QHKK45321815200475,industrial
APIX23025239230384,industrial
NGXL37418609394497,industrial
BENG66184610421490,industrial
USCV77286769892123,industrial
GUBM52912770402798,low income families
CNTT86559279224757,low income families
QFIZ88606191712684,industrial
OKBA54671218645559,industrial
UAYP46617844930357,low income families
CJWO78407286300281,low income families
SAWJ78394099744354,low income families
KWHO17423192577736,low income families
IYPF09448390075115,industrial
ZKPG43880444227846,industrial
NHFT84916099108261,industrial
GXZA98143958908536,industrial
UCEC85458570758739,low income families
DGEK83201214363039,industrial
UQMH00076570081337,industrial
DSUK17557376745378,industrial
SGZH61172618141628,low income families
OIPQ36957733326615,industrial
PGGI63053531504200,low income families
HBST63872873388066,industrial
XLCX82778426117846,industrial
MGYP11861755139081,industrial
PDDJ07885514620742,industrial
FZRP63431054534745,industrial
FUKN92112193372842,low income families
WTMD49674567154197,industrial
CXTB22404757815933,low income families
TIAI49210553571077,low income families
SXEG95083431888101,low income families
ITPJ16307087915606,industrial
WUWZ84672361717279,industrial
ZXWX55942012223566,low income families
MPPA13080115709916,low income families
RCZK44567254451440,low income families
BXGB89559071681570,industrial
WCHP01465080695384,industrial
MHRS74376625050105,low income families
GISB05062343018672,low income families
WSOS89385934832925,industrial
CYPV95300994106083,industrial
GCYM67310927499430,low income families
NTMT09595415161699,low income families
MBFO36071980172730,industrial
GFAZ16657492819450,low income families
DJNJ39568405803546,low income families
YUQP73553481477591,low income families
OPRG06975490466843,industrial
VYPR76663854500957,low income families
UBRF43244118898980,industrial
FAQP32618498404137,industrial
WEAB79837930668454,industrial
DVSG92636816250682,low income families
KQBT00210056935657,industrial
PKWF47226920274630,low income families
YPCS22952921999146,low income families
COIA99590429862472,low income families
DMQW06422804051098,low income families
KCVO76738127528093,low income families
KCXW91343862250032,low income families
BRPR02204895745879,industrial
CGDO45046562545022,low income families
FHGT18236683233786,low income families
PJJC99484296189857,low income families
HJBK26518077142554,industrial
IHZO02034234995964,industrial
MCUA36598386618228,industrial
PUEF37940548587655,industrial
DWLO25953900969722,low income families
YKDS99372558505702,low income families
HNIX48279553082095,low income families
NYCR15027250729265,low income families
KDGB81898028808342,industrial
EYCL28119180396222,industrial
PWPE26250921629505,industrial
NTFW74717315660097,low income families
ZPAS26919496825129,low income families
DCOX56894168490254,low income families
HDDT94840634914252,low income families
OEUA01021948001923,low income families
KACE59603768772805,low income families
PTGP50399908823421,low income families
ZKFU57599420843736,industrial
JEDB74748652800427,industrial
FMZB01986300050037,low income families
OCBA69933533168272,industrial
WXYF21113361348253,industrial
OUMQ62822031339542,industrial
BSAZ08013603035624,industrial
YIIM15447185956904,industrial
FMWB30477528904604,industrial
KMJN97150743354414,low income families
CPVV82515283516458,industrial
ZPYP16337102153664,industrial
MGUE22291420733853,industrial
EHCJ02706135202063,low income families
ZACP52889206266725,industrial
PVLV93441355167120,industrial
DWZT19944471696987,low income families
COWH94393019622935,industrial
APIX23025239230384,industrial
GUBM52912770402798,low income families
ZWAF82502428931885,industrial
CJWO78407286300281,low income families
PXBJ59938458126012,low income families
SMZK19207927441166,industrial
IMBX02784904646581,industrial
IYPF09448390075115,industrial
ICON64856217974557,industrial
WGUY93961702007063,industrial
JDFB91441873190771,industrial
PBSW73561076867824,low income families
KVAN73479116099584,low income families
SGZH61172618141628,low income families
HOHL98594703878902,industrial
OIPQ36957733326615,industrial
PGGI63053531504200,low income families
HBST63872873388066,low income families
XYES67726049538336,industrial
GBYA69939822152443,low income families
JFUO85980686170984,low income families
UZBW04205157504459,industrial
CXTB22404757815933,low income families
GFFG01798583116046,low income families
TIAI49210553571077,low income families
GUOJ42653699971382,low income families
DWOL20606574790454,low income families
UPQB00785123626543,low income families
CIRK82309217383949,low income families
WFZV77088054772780,low income families
NLZT35421722867668,low income families
NALN72893435915752,industrial
ZXWX55942012223566,low income families
GGSK50409018679457,industrial
IWUI42190103436952,industrial
FUJF39175092986945,low income families
QPAI08658003576169,industrial
EDOD07461150815386,low income families
FIPV92748687797450,low income families
HVTL73614800406347,low income families
GISB05062343018672,low income families
GCYM67310927499430,low income families
BTRA97125362656993,low income families
PBBL36033403303280,low income families
NPQZ40288669056008,low income families
EOIV29302505876460,industrial
CEOM94207501913012,low income families
VXNE19652261559585,industrial
WEAB79837930668454,industrial
VVFJ69549881788613,industrial
KQBT00210056935657,industrial
PKWF47226920274630,low income families
YPCS22952921999146,low income families
MYWJ48428464556631,industrial
GRXC33020746550125,low income families
DMQW06422804051098,low income families
KCXW91343862250032,low income families
JDVW57666669484928,low income families
LHEI47595523159786,industrial
WJYX39670413648529,low income families
RTLT54676567718056,low income families
PJJC99484296189857,low income families
MCUA36598386618228,industrial
JUGV58574305141320,industrial
DKWR40757445081145,low income families
YKDS99372558505702,low income families
ZMUD27592238141769,industrial
QVSK49209769731009,low income families
HNIX48279553082095,low income families
TCES88152522045417,industrial
NVMA56908319529535,low income families
EYCL28119180396222,industrial
PWPE26250921629505,industrial
DENA59981898513652,low income families
HDDT94840634914252,low income families
OEUA01021948001923,industrial
IKZH08078230683532,low income families
FCDD43252829144359,industrial
JEDB74748652800427,industrial
YIIM15447185956904,industrial
BZVZ46317926323110,industrial
TGQX37728861690509,industrial
KACC90728987099547,industrial
MGUE22291420733853,industrial
NTKM17051501449750,industrial
ZACP52889206266725,industrial
YQPA52153664600964,low income families
EFMG85400770549608,industrial
AVOZ85303473345749,industrial
AQOD24312433438779,low income families
ZEBN34207784551846,low income families
PJBG81551254030092,low income families
MEEP39447833313343,industrial
QHKK45321815200475,low income families
YRRR18034234217491,low income families
FQHN32673593042325,industrial
HDGW89381661531386,low income families
CNTT86559279224757,low income families
APZE11768434875655,low income families
QFIZ88606191712684,industrial
RXJI03863392220467,industrial
OKBA54671218645559,industrial
IDLV25802308930770,industrial
YEGF27791701313426,industrial
CJWO78407286300281,low income families
PXBJ59938458126012,low income families
ZKPG43880444227846,industrial
NHFT84916099108261,industrial
GXZA98143958908536,industrial
UQMH00076570081337,industrial
DKNF49408713640838,low income families
XYES67726049538336,industrial
EACA76547460527145,industrial
MGYP11861755139081,industrial
MHKI28456945098761,low income families
UJSQ95697899729285,low income families
WTMD49674567154197,low income families
LYHK83880786555886,low income families
MBUV59347024932724,industrial
ITPJ16307087915606,industrial
DWOL20606574790454,industrial
UPQB00785123626543,low income families
ZXWX55942012223566,low income families
GGSK50409018679457,industrial
UPUN42310315523780,low income families
QZDH51875901969331,low income families
DJPH52747873678053,low income families
MHRS74376625050105,low income families
MFDJ07858304464337,low income families
EDOD07461150815386,low income families
FIPV92748687797450,industrial
CYPV95300994106083,industrial
WWTM07097049580271,industrial
CMEV84555332378977,low income families
PBBL36033403303280,low income families
DJNJ39568405803546,low income families
EOIV29302505876460,low income families
YUQP73553481477591,low income families
OPRG06975490466843,low income families
BMSL14220582125566,low income families
TLLE62817198274366,low income families
SHWN27547104548270,low income families
QSFE66060132889305,industrial
CXFM33077740050250,low income families
KQBT00210056935657,industrial
IMAL39807907847336,industrial
GRXC33020746550125,industrial
DMQW06422804051098,low income families
KCVO76738127528093,low income families
VBPX01907949170003,industrial
HTJC23555520049211,low income families
KCXW91343862250032,low income families
HGRS67554693069282,industrial
KOVO60968890213540,industrial
FAGM51511678501495,low income families
XIMX65419649946240,industrial
JUGV58574305141320,industrial
NYRR58688177084605,low income families
KDWM72343625346724,industrial
NZQF59857433519644,low income families
LDWP74408638280459,industrial
JTES98822694645015,industrial
GVAH21693204664851,low income families
EYCL28119180396222,industrial
NTFW74717315660097,low income families
CUYT42728945308810,low income families
BYYN99780792499601,low income families
OEUA01021948001923,low income families
HNRD13603113885779,industrial
IKZH08078230683532,low income families
MIDT99995692797081,low income families
WKRP66567640304049,industrial
SLHW75879668705171,industrial
RACE57654281207852,industrial
IIHP65319956540409,industrial
BSAZ08013603035624,industrial
YIIM15447185956904,industrial
FMWB30477528904604,industrial
ZPYP16337102153664,industrial
NTKM17051501449750,industrial
HTNO96068335818471,industrial
ZACP52889206266725,industrial
YZFP40606159866526,industrial
EFMG85400770549608,industrial
RUOS59290074761880,industrial
IRVK20928971168293,industrial
DWZT19944471696987,low income families
NGXL37418609394497,industrial
FQHN32673593042325,industrial
XQWY83246515643622,industrial
USCV77286769892123,industrial
GUBM52912770402798,industrial
CNTT86559279224757,low income families
BPDC25557573931393,low income families
QFIZ88606191712684,industrial
SAWJ78394099744354,low income families
JVPK84395202150482,industrial
JDFB91441873190771,industrial
ZPVS84874927247581,low income families
NHFT84916099108261,industrial
ZPXU23818420860126,industrial
EGYU92010243816407,industrial
DGEK83201214363039,industrial
MUXX08286207117113,industrial
DSUK17557376745378,industrial
OIPQ36957733326615,industrial
DKNF49408713640838,low income families
XLCX82778426117846,industrial
EACA76547460527145,industrial
EQAD52473277545292,low income families
FZRP63431054534745,industrial
RRTB85583422636622,low income families
FUKN92112193372842,low income families
KIVC82184180643031,industrial
WTMD49674567154197,low income families
MBUV59347024932724,industrial
PANP21106415508656,industrial
TIAI49210553571077,low income families
RGXF59128583066455,industrial
SXEG95083431888101,low income families
UPQB00785123626543,low income families
WUWZ84672361717279,industrial
AQLT91571953050328,industrial
MPPA13080115709916,low income families
RCZK44567254451440,low income families
KBVR83023619560693,low income families
CSKC19500104342907,industrial
ZUEG92816111795774,low income families
FIPV92748687797450,industrial
CYPV95300994106083,industrial
PDEK32941045104177,low income families
BMSL14220582125566,low income families
RSDP79040509927165,low income families
ZMWX47693515501077,low income families
QQEL88315986581308,industrial
GRXC33020746550125,industrial
DMQW06422804051098,low income families
KOCS31815362992210,industrial
KCVO76738127528093,low income families
KCXW91343862250032,low income families
NFMC42616650055728,industrial
JDVW57666669484928,low income families
KOVO60968890213540,industrial
BRPR02204895745879,industrial
LLIC24181538486678,low income families
WJYX39670413648529,low income families
FAGM51511678501495,low income families
ARVA35627514832759,low income families
TQSE59784502052490,low income families
WJLY65217605299802,low income families
IVXM36178913942788,low income families
RTLT54676567718056,low income families
FFAR48543703647689,low income families
MXGZ55911612091735,industrial
LRXD56118044550086,low income families
PJJC99484296189857,low income families
TRPQ38369235029294,industrial
JUGV58574305141320,industrial
NZQF59857433519644,low income families
VOII48117914432340,industrial
DDIK48453230548846,low income families
BGTF35225240838848,industrial
EYCL28119180396222,industrial
DCOX56894168490254,low income families
CUYT42728945308810,low income families
BYYN99780792499601,low income families
OEUA01021948001923,industrial
RZON01584888357610,industrial
FCDD43252829144359,industrial
PTGP50399908823421,low income families
ZKFU57599420843736,industrial
UOGZ11532897897405,low income families
CUUK70735165026551,industrial
PUZZ07640259685759,industrial
RACE57654281207852,industrial
YIIM15447185956904,industrial
TGQX37728861690509,low income families
CPVV82515283516458,industrial
HTNO96068335818471,industrial
ZACP52889206266725,industrial
YZFP40606159866526,industrial
PVLV93441355167120,industrial
JVYI66208715585159,industrial
DWZT19944471696987,low income families
JLHV79651458192472,industrial
COWH94393019622935,industrial
STQF83788566178063,low income families
FOGL66608699450492,industrial
KCTG02392451158535,industrial
YRRR18034234217491,low income families
NGXL37418609394497,industrial
FQHN32673593042325,industrial
BRHB63237066191567,industrial
BPDC25557573931393,low income families
QFIZ88606191712684,industrial
RXJI03863392220467,industrial
ZWAF82502428931885,industrial
YEGF27791701313426,industrial
PXBJ59938458126012,low income families
FAWW57445459869229,low income families
SMZK19207927441166,industrial
KWHO17423192577736,low income families
JDFB91441873190771,industrial
ZKPG43880444227846,industrial
ZPVS84874927247581,low income families
RWKP38926216026431,low income families
OGBF44324779029820,low income families
KVAN73479116099584,low income families
MUXX08286207117113,industrial
UQMH00076570081337,industrial
XYES67726049538336,industrial
MGYP11861755139081,industrial
MHTQ56769105256920,industrial
FUKN92112193372842,low income families
KIVC82184180643031,industrial
PANP21106415508656,industrial
NALN72893435915752,industrial
IWUI42190103436952,industrial
UPUN42310315523780,low income families
AGZD07213467721118,low income families
QZDH51875901969331,low income families
DJPH52747873678053,low income families
FUJF39175092986945,low income families
CSKC19500104342907,industrial
HVTL73614800406347,low income families
BTCO02703388351356,industrial
MBFO36071980172730,industrial
SVBP81700542428379,industrial
YCFT83502606152533,industrial
NPQZ40288669056008,low income families
DJNJ39568405803546,low income families
EOIV29302505876460,low income families
YUQP73553481477591,low income families
OPRG06975490466843,low income families
UBRF43244118898980,industrial
VQDL48937598556961,industrial
TZUG26964506235646,industrial
TVPC34060825001887,low income families
ZMWX47693515501077,low income families
VVFJ69549881788613,industrial
YPCS22952921999146,low income families
GWCF89004024821094,industrial
UJXJ03775958628081,low income families
HTJC23555520049211,low income families
LLIC24181538486678,low income families
FAGM51511678501495,low income families
XIMX65419649946240,low income families
TQSE59784502052490,low income families
CGDO45046562545022,low income families
WJLY65217605299802,low income families
GFUL02502122553375,low income families
FFAR48543703647689,low income families
FHGT18236683233786,low income families
MXGZ55911612091735,industrial
JAGI00680308242665,industrial
HLOE34772420661917,low income families
LRXD56118044550086,low income families
CLQG78039033709239,industrial
DKWR40757445081145,low income families
AYIZ58510315322113,low income families
YKDS99372558505702,low income families
LDWP74408638280459,industrial
VOII48117914432340,low income families
KDGB81898028808342,industrial
DCOX56894168490254,industrial
HNRD13603113885779,low income families
ZKFU57599420843736,industrial
MIDT99995692797081,low income families
TNMV48252619601627,industrial
UOGZ11532897897405,low income families
WKRP66567640304049,industrial
WXYF21113361348253,industrial
AHRA93701497494813,low income families
BFVV03219122082061,low income families
KMJN97150743354414,low income families
KACC90728987099547,industrial
ZPYP16337102153664,industrial
MGUE22291420733853,industrial
EHCJ02706135202063,low income families
