Consumer_number,Consumer_type
BRPR02204895745879,domestic
CGDO45046562545022,domestic
FHGT18236683233786,domestic
PJJC99484296189857,domestic
HJBK26518077142554,domestic
IHZO02034234995964,industrial
MCUA36598386618228,domestic
PUEF37940548587655,domestic
DWLO25953900969722,domestic
YKDS99372558505702,industrial
HNIX48279553082095,domestic
NYCR15027250729265,domestic
KDGB81898028808342,domestic
EYCL28119180396222,domestic
PWPE26250921629505,domestic
NTFW74717315660097,domestic
ZPAS26919496825129,domestic
DCOX56894168490254,domestic
HDDT94840634914252,domestic
OEUA01021948001923,domestic
KACE59603768772805,domestic
PTGP50399908823421,domestic
ZKFU57599420843736,domestic
JEDB74748652800427,domestic
FMZB01986300050037,domestic
OCBA69933533168272,domestic
WXYF21113361348253,domestic
OUMQ62822031339542,domestic
BSAZ08013603035624,domestic
YIIM15447185956904,domestic
FMWB30477528904604,domestic
KMJN97150743354414,domestic
CPVV82515283516458,domestic
ZPYP16337102153664,domestic
MGUE22291420733853,domestic
EHCJ02706135202063,domestic
ZACP52889206266725,domestic
PVLV93441355167120,industrial
DWZT19944471696987,domestic
COWH94393019622935,domestic
APIX23025239230384,domestic
GUBM52912770402798,domestic
ZWAF82502428931885,domestic
CJWO78407286300281,industrial
PXBJ59938458126012,domestic
SMZK19207927441166,domestic
IMBX02784904646581,domestic
IYPF09448390075115,domestic
ICON64856217974557,domestic
WGUY93961702007063,domestic
JDFB91441873190771,domestic
PBSW73561076867824,domestic
KVAN73479116099584,domestic
SGZH61172618141628,domestic
HOHL98594703878902,domestic
OIPQ36957733326615,domestic
PGGI63053531504200,domestic
HBST63872873388066,domestic
XYES67726049538336,domestic
GBYA69939822152443,domestic
JFUO85980686170984,domestic
UZBW04205157504459,domestic
CXTB22404757815933,domestic
GFFG01798583116046,domestic
TIAI49210553571077,domestic
GUOJ42653699971382,domestic
DWOL20606574790454,domestic
UPQB00785123626543,domestic
CIRK82309217383949,domestic
WFZV77088054772780,domestic
NLZT35421722867668,domestic
NALN72893435915752,domestic
ZXWX55942012223566,domestic
GGSK50409018679457,domestic
IWUI42190103436952,industrial
FUJF39175092986945,domestic
QPAI08658003576169,domestic
EDOD07461150815386,domestic
FIPV92748687797450,domestic
HVTL73614800406347,industrial
GISB05062343018672,domestic
GCYM67310927499430,domestic
BTRA97125362656993,domestic
PBBL36033403303280,domestic
NPQZ40288669056008,domestic
EOIV29302505876460,domestic
CEOM94207501913012,domestic
VXNE19652261559585,domestic
WEAB79837930668454,industrial
VVFJ69549881788613,domestic
KQBT00210056935657,domestic
PKWF47226920274630,domestic
YPCS22952921999146,domestic
MYWJ48428464556631,domestic
GRXC33020746550125,domestic
DMQW06422804051098,domestic
KCXW91343862250032,domestic
JDVW57666669484928,domestic
LHEI47595523159786,domestic
WJYX39670413648529,domestic
RTLT54676567718056,domestic
PJJC99484296189857,domestic
MCUA36598386618228,domestic
JUGV58574305141320,domestic
DKWR40757445081145,domestic
YKDS99372558505702,industrial
ZMUD27592238141769,domestic
QVSK49209769731009,domestic
HNIX48279553082095,domestic
TCES88152522045417,domestic
NVMA56908319529535,domestic
EYCL28119180396222,domestic
PWPE26250921629505,domestic
DENA59981898513652,industrial
HDDT94840634914252,domestic
OEUA01021948001923,domestic
IKZH08078230683532,domestic
FCDD43252829144359,domestic
JEDB74748652800427,domestic
YIIM15447185956904,domestic
BZVZ46317926323110,industrial
TGQX37728861690509,domestic
KACC90728987099547,domestic
MGUE22291420733853,domestic
NTKM17051501449750,industrial
ZACP52889206266725,domestic
YQPA52153664600964,domestic
EFMG85400770549608,domestic
AVOZ85303473345749,domestic
AQOD24312433438779,domestic
ZEBN34207784551846,domestic
PJBG81551254030092,rural commercial
MEEP39447833313343,domestic
QHKK45321815200475,domestic
YRRR18034234217491,domestic
FQHN32673593042325,domestic
HDGW89381661531386,domestic
CNTT86559279224757,domestic
APZE11768434875655,domestic
QFIZ88606191712684,domestic
RXJI03863392220467,domestic
OKBA54671218645559,domestic
IDLV25802308930770,domestic
YEGF27791701313426,domestic
CJWO78407286300281,industrial
PXBJ59938458126012,domestic
ZKPG43880444227846,domestic
NHFT84916099108261,domestic
GXZA98143958908536,domestic
UQMH00076570081337,domestic
DKNF49408713640838,domestic
XYES67726049538336,domestic
EACA76547460527145,domestic
MGYP11861755139081,domestic
MHKI28456945098761,domestic
UJSQ95697899729285,domestic
WTMD49674567154197,domestic
LYHK83880786555886,domestic
MBUV59347024932724,domestic
ITPJ16307087915606,domestic
DWOL20606574790454,domestic
UPQB00785123626543,domestic
ZXWX55942012223566,domestic
GGSK50409018679457,domestic
UPUN42310315523780,domestic
QZDH51875901969331,domestic
DJPH52747873678053,domestic
MHRS74376625050105,domestic
MFDJ07858304464337,domestic
EDOD07461150815386,domestic
FIPV92748687797450,domestic
CYPV95300994106083,domestic
WWTM07097049580271,industrial
CMEV84555332378977,domestic
PBBL36033403303280,domestic
DJNJ39568405803546,domestic
EOIV29302505876460,domestic
YUQP73553481477591,domestic
OPRG06975490466843,domestic
BMSL14220582125566,domestic
TLLE62817198274366,domestic
SHWN27547104548270,domestic
QSFE66060132889305,domestic
CXFM33077740050250,domestic
KQBT00210056935657,domestic
IMAL39807907847336,domestic
GRXC33020746550125,domestic
DMQW06422804051098,domestic
KCVO76738127528093,domestic
VBPX01907949170003,domestic
HTJC23555520049211,domestic
KCXW91343862250032,domestic
HGRS67554693069282,domestic
KOVO60968890213540,domestic
FAGM51511678501495,domestic
XIMX65419649946240,domestic
JUGV58574305141320,domestic
NYRR58688177084605,domestic
KDWM72343625346724,domestic
NZQF59857433519644,domestic
LDWP74408638280459,domestic
JTES98822694645015,domestic
GVAH21693204664851,domestic
EYCL28119180396222,domestic
NTFW74717315660097,domestic
CUYT42728945308810,domestic
BYYN99780792499601,domestic
OEUA01021948001923,domestic
HNRD13603113885779,domestic
IKZH08078230683532,domestic
MIDT99995692797081,domestic
WKRP66567640304049,domestic
SLHW75879668705171,domestic
RACE57654281207852,domestic
IIHP65319956540409,domestic
BSAZ08013603035624,domestic
YIIM15447185956904,domestic
FMWB30477528904604,domestic
ZPYP16337102153664,domestic
NTKM17051501449750,industrial
HTNO96068335818471,domestic
ZACP52889206266725,domestic
YZFP40606159866526,domestic
EFMG85400770549608,domestic
RUOS59290074761880,domestic
IRVK20928971168293,domestic
DWZT19944471696987,domestic
NGXL37418609394497,domestic
FQHN32673593042325,domestic
XQWY83246515643622,domestic
USCV77286769892123,domestic
GUBM52912770402798,domestic
CNTT86559279224757,domestic
BPDC25557573931393,domestic
QFIZ88606191712684,domestic
SAWJ78394099744354,domestic
JVPK84395202150482,domestic
JDFB91441873190771,domestic
ZPVS84874927247581,domestic
NHFT84916099108261,domestic
ZPXU23818420860126,domestic
EGYU92010243816407,domestic
DGEK83201214363039,domestic
MUXX08286207117113,domestic
DSUK17557376745378,domestic
OIPQ36957733326615,domestic
DKNF49408713640838,domestic
XLCX82778426117846,industrial
EACA76547460527145,domestic
EQAD52473277545292,domestic
FZRP63431054534745,industrial
RRTB85583422636622,domestic
FUKN92112193372842,domestic
KIVC82184180643031,domestic
WTMD49674567154197,domestic
MBUV59347024932724,domestic
PANP21106415508656,domestic
TIAI49210553571077,domestic
RGXF59128583066455,domestic
SXEG95083431888101,domestic
UPQB00785123626543,domestic
WUWZ84672361717279,domestic
AQLT91571953050328,industrial
MPPA13080115709916,domestic
RCZK44567254451440,domestic
KBVR83023619560693,domestic
CSKC19500104342907,domestic
ZUEG92816111795774,domestic
FIPV92748687797450,domestic
CYPV95300994106083,domestic
PDEK32941045104177,domestic
BMSL14220582125566,domestic
RSDP79040509927165,industrial
ZMWX47693515501077,domestic
QQEL88315986581308,industrial
GRXC33020746550125,domestic
DMQW06422804051098,domestic
KOCS31815362992210,domestic
KCVO76738127528093,domestic
KCXW91343862250032,domestic
NFMC42616650055728,domestic
JDVW57666669484928,domestic
KOVO60968890213540,domestic
BRPR02204895745879,domestic
LLIC24181538486678,domestic
WJYX39670413648529,domestic
FAGM51511678501495,domestic
ARVA35627514832759,domestic
TQSE59784502052490,domestic
WJLY65217605299802,industrial
IVXM36178913942788,domestic
RTLT54676567718056,domestic
FFAR48543703647689,domestic
MXGZ55911612091735,domestic
LRXD56118044550086,domestic
PJJC99484296189857,domestic
TRPQ38369235029294,domestic
JUGV58574305141320,domestic
NZQF59857433519644,domestic
VOII48117914432340,domestic
DDIK48453230548846,domestic
BGTF35225240838848,rural commercial
EYCL28119180396222,domestic
DCOX56894168490254,domestic
CUYT42728945308810,domestic
BYYN99780792499601,domestic
OEUA01021948001923,domestic
RZON01584888357610,domestic
FCDD43252829144359,domestic
PTGP50399908823421,domestic
ZKFU57599420843736,domestic
UOGZ11532897897405,domestic
CUUK70735165026551,domestic
PUZZ07640259685759,domestic
RACE57654281207852,domestic
YIIM15447185956904,domestic
TGQX37728861690509,domestic
CPVV82515283516458,domestic
HTNO96068335818471,domestic
ZACP52889206266725,domestic
YZFP40606159866526,domestic
PVLV93441355167120,domestic
JVYI66208715585159,domestic
DWZT19944471696987,domestic
JLHV79651458192472,domestic
COWH94393019622935,domestic
STQF83788566178063,domestic
FOGL66608699450492,domestic
KCTG02392451158535,industrial
YRRR18034234217491,domestic
NGXL37418609394497,domestic
FQHN32673593042325,domestic
BRHB63237066191567,domestic
BPDC25557573931393,domestic
QFIZ88606191712684,domestic
RXJI03863392220467,domestic
ZWAF82502428931885,domestic
YEGF27791701313426,domestic
PXBJ59938458126012,domestic
FAWW57445459869229,domestic
SMZK19207927441166,domestic
KWHO17423192577736,domestic
JDFB91441873190771,domestic
ZKPG43880444227846,domestic
ZPVS84874927247581,domestic
RWKP38926216026431,domestic
OGBF44324779029820,domestic
KVAN73479116099584,domestic
MUXX08286207117113,domestic
UQMH00076570081337,domestic
XYES67726049538336,domestic
MGYP11861755139081,domestic
MHTQ56769105256920,domestic
FUKN92112193372842,domestic
KIVC82184180643031,domestic
PANP21106415508656,domestic
NALN72893435915752,domestic
IWUI42190103436952,industrial
UPUN42310315523780,domestic
AGZD07213467721118,domestic
QZDH51875901969331,domestic
DJPH52747873678053,domestic
FUJF39175092986945,domestic
CSKC19500104342907,domestic
HVTL73614800406347,domestic
BTCO02703388351356,domestic
MBFO36071980172730,industrial
SVBP81700542428379,domestic
YCFT83502606152533,domestic
NPQZ40288669056008,domestic
DJNJ39568405803546,domestic
EOIV29302505876460,domestic
YUQP73553481477591,domestic
OPRG06975490466843,domestic
UBRF43244118898980,domestic
VQDL48937598556961,domestic
TZUG26964506235646,domestic
TVPC34060825001887,domestic
ZMWX47693515501077,domestic
VVFJ69549881788613,domestic
YPCS22952921999146,domestic
GWCF89004024821094,domestic
UJXJ03775958628081,domestic
HTJC23555520049211,domestic
LLIC24181538486678,domestic
FAGM51511678501495,domestic
XIMX65419649946240,industrial
TQSE59784502052490,domestic
CGDO45046562545022,domestic
WJLY65217605299802,industrial
GFUL02502122553375,domestic
FFAR48543703647689,domestic
FHGT18236683233786,domestic
MXGZ55911612091735,domestic
JAGI00680308242665,domestic
HLOE34772420661917,domestic
LRXD56118044550086,domestic
CLQG78039033709239,domestic
DKWR40757445081145,domestic
AYIZ58510315322113,domestic
YKDS99372558505702,industrial
LDWP74408638280459,domestic
VOII48117914432340,domestic
KDGB81898028808342,domestic
DCOX56894168490254,domestic
HNRD13603113885779,domestic
ZKFU57599420843736,domestic
MIDT99995692797081,domestic
TNMV48252619601627,domestic
UOGZ11532897897405,domestic
WKRP66567640304049,domestic
WXYF21113361348253,domestic
AHRA93701497494813,domestic
BFVV03219122082061,domestic
KMJN97150743354414,domestic
KACC90728987099547,domestic
ZPYP16337102153664,domestic
MGUE22291420733853,domestic
EHCJ02706135202063,domestic
ZACP52889206266725,domestic
YZFP40606159866526,domestic
RUOS59290074761880,domestic
FQTP76220352089542,domestic
RAKX51254073813708,domestic
COWH94393019622935,domestic
MEEP39447833313343,domestic
STQF83788566178063,domestic
YRRR18034234217491,domestic
NGXL37418609394497,domestic
FDLK36378923436792,domestic
FQHN32673593042325,domestic
USCV77286769892123,domestic
BRHB63237066191567,domestic
BPDC25557573931393,domestic
APZE11768434875655,domestic
UAYP46617844930357,domestic
ZWAF82502428931885,domestic
IMBX02784904646581,domestic
KWHO17423192577736,domestic
JVPK84395202150482,domestic
ZPXU23818420860126,domestic
KVAN73479116099584,domestic
FVIF75138037361481,domestic
YCEP63387357649644,domestic
KCWE07038330915205,domestic
SGZH61172618141628,domestic
OIPQ36957733326615,domestic
PDDJ07885514620742,domestic
MHTQ56769105256920,domestic
RRTB85583422636622,domestic
YELA49712576978724,domestic
KIVC82184180643031,domestic
MBUV59347024932724,domestic
PANP21106415508656,domestic
TXMI93311189188143,domestic
ITPJ16307087915606,domestic
CIRK82309217383949,domestic
QUCE33702544874326,domestic
WFZV77088054772780,domestic
NLZT35421722867668,domestic
BXGB89559071681570,rural commercial
DJPH52747873678053,domestic
KBVR83023619560693,domestic
CSKC19500104342907,domestic
FIPV92748687797450,domestic
GISB05062343018672,domestic
SVBP81700542428379,domestic
BTRA97125362656993,domestic
NPQZ40288669056008,domestic
YUQP73553481477591,domestic
VQDL48937598556961,domestic
TLLE62817198274366,domestic
TVPC34060825001887,domestic
QSFE66060132889305,domestic
VZFZ93563246854138,domestic
DKCY25913019460431,industrial
IMAL39807907847336,domestic
EQKL85694875580467,industrial
TRWL67442270835282,domestic
TQSE59784502052490,domestic
IVXM36178913942788,domestic
WJRS83950994486167,domestic
IHZO02034234995964,domestic
JUGV58574305141320,domestic
MUKI36490339039618,domestic
PUEF37940548587655,domestic
JYBT89780750132404,domestic
NYRR58688177084605,domestic
QVSK49209769731009,domestic
KDWM72343625346724,domestic
BRMB53233961596348,domestic
PWPE26250921629505,domestic
RZON01584888357610,domestic
GGQC71175062678571,domestic
HNRD13603113885779,domestic
CDUH34623988572920,domestic
FCDD43252829144359,domestic
CUUK70735165026551,domestic
UWKE06377259555130,domestic
RACE57654281207852,domestic
AHRA93701497494813,domestic
IIHP65319956540409,domestic
KACC90728987099547,domestic
ENRN35247370059665,domestic
DWZT19944471696987,domestic
VBII65124445079697,domestic
RAKX51254073813708,domestic
PJBG81551254030092,rural commercial
GULO96019888918857,domestic
FOGL66608699450492,domestic
KCTG02392451158535,industrial
NGXL37418609394497,domestic
USCV77286769892123,domestic
BRHB63237066191567,domestic
UAYP46617844930357,domestic
ZWAF82502428931885,domestic
YEGF27791701313426,domestic
SMZK19207927441166,domestic
NZLM45327451935366,domestic
JVPK84395202150482,domestic
NHFT84916099108261,domestic
VRSG89618646640143,domestic
SNGS60110784798477,domestic
DGEK83201214363039,domestic
PBSW73561076867824,domestic
KVAN73479116099584,domestic
FVIF75138037361481,domestic
OIPQ36957733326615,domestic
KNTA13295301205579,domestic
EACA76547460527145,domestic
UZBW04205157504459,domestic
WTMD49674567154197,domestic
MBUV59347024932724,domestic
AZBY61891155526602,domestic
CXTB22404757815933,domestic
GFFG01798583116046,domestic
TXMI93311189188143,domestic
ITPJ16307087915606,domestic
CIRK82309217383949,domestic
KQAF05774103443738,domestic
QUCE33702544874326,domestic
WFZV77088054772780,domestic
ZXWX55942012223566,domestic
UPUN42310315523780,domestic
AGZD07213467721118,domestic
QZDH51875901969331,domestic
FIPV92748687797450,domestic
SVBP81700542428379,domestic
PDEK32941045104177,domestic
OPRG06975490466843,domestic
ZSSY72106573006963,domestic
WEAB79837930668454,industrial
HLKK30611335754098,domestic
RHOK86010593526975,domestic
GRXC33020746550125,domestic
LHEI47595523159786,domestic
KOVO60968890213540,domestic
HSSV92876412514992,domestic
XIMX65419649946240,domestic
TQSE59784502052490,domestic
IVXM36178913942788,domestic
GFUL02502122553375,domestic
FHGT18236683233786,domestic
LRXD56118044550086,domestic
PJJC99484296189857,domestic
DWLO25953900969722,domestic
YKDS99372558505702,industrial
JYBT89780750132404,domestic
PGSE15093993403333,domestic
NYRR58688177084605,domestic
QVSK49209769731009,domestic
KDWM72343625346724,rural commercial
LANO13263677219830,domestic
HKAT77109558655690,domestic
HNIX48279553082095,domestic
NYCR15027250729265,domestic
GVAH21693204664851,domestic
DDIK48453230548846,domestic
BGTF35225240838848,rural commercial
EYCL28119180396222,domestic
HDDT94840634914252,domestic
MDMT21624203479893,domestic
ZKFU57599420843736,domestic
TNMV48252619601627,domestic
JEDB74748652800427,domestic
WKRP66567640304049,domestic
TFNU84099184624322,domestic
FMWB30477528904604,domestic
BZVZ46317926323110,industrial
EHCJ02706135202063,domestic
YQPA52153664600964,domestic
YZFP40606159866526,domestic
EFMG85400770549608,domestic
RUOS59290074761880,domestic
IRVK20928971168293,domestic
JVYI66208715585159,domestic
JLHV79651458192472,domestic
VBII65124445079697,domestic
PJBG81551254030092,rural commercial
FOGL66608699450492,domestic
IGUG41408649074873,industrial
NGXL37418609394497,domestic
FQHN32673593042325,domestic
XQWY83246515643622,domestic
KXHE28709548532082,domestic
HDGW89381661531386,domestic
BPDC25557573931393,domestic
IDLV25802308930770,domestic
YEGF27791701313426,domestic
WGUY93961702007063,domestic
ZKPG43880444227846,domestic
SXMX82268442777281,domestic
EGYU92010243816407,domestic
SNGS60110784798477,domestic
FZRQ12179825466791,domestic
FVIF75138037361481,domestic
UQMH00076570081337,domestic
EACA76547460527145,domestic
JFUO85980686170984,domestic
FUKN92112193372842,domestic
KIVC82184180643031,domestic
UJSQ95697899729285,domestic
CXTB22404757815933,domestic
ITPJ16307087915606,domestic
CIRK82309217383949,domestic
NLZT35421722867668,domestic
UPUN42310315523780,domestic
KPOA19937532089126,domestic
QZDH51875901969331,domestic
BXGB89559071681570,rural commercial
MHRS74376625050105,domestic
EDOD07461150815386,domestic
HVTL73614800406347,domestic
YCFT83502606152533,domestic
PDEK32941045104177,domestic
NPQZ40288669056008,domestic
OPRG06975490466843,domestic
TJQR89577141722603,domestic
JCCH45150255813989,domestic
VVFJ69549881788613,domestic
JLNG91128726071885,domestic
IMAL39807907847336,domestic
PBHG61502803530598,industrial
UJXJ03775958628081,domestic
GRXC33020746550125,domestic
LHEI47595523159786,domestic
LLIC24181538486678,domestic
EBVU90010372787021,domestic
FFAR48543703647689,domestic
HLOE34772420661917,domestic
LRXD56118044550086,domestic
PJJC99484296189857,domestic
JUGV58574305141320,domestic
AYIZ58510315322113,domestic
NYRR58688177084605,domestic
DNUT84611745346865,domestic
LANO13263677219830,domestic
LDWP74408638280459,domestic
DZFQ84953412069335,domestic
KYIN64721824511108,domestic
BRMB53233961596348,domestic
KDGB81898028808342,domestic
TZUJ69246246430307,domestic
NTFW74717315660097,domestic
DENA59981898513652,domestic
MDMT21624203479893,domestic
CUYT42728945308810,domestic
OEUA01021948001923,domestic
CDUH34623988572920,domestic
ZKFU57599420843736,domestic
JEDB74748652800427,domestic
WKRP66567640304049,domestic
SLHW75879668705171,domestic
OUMQ62822031339542,domestic
FMWB30477528904604,domestic
LYCM06827373499892,industrial
BFVV03219122082061,domestic
EHCJ02706135202063,domestic
NBQN43033153874355,domestic
YZFP40606159866526,domestic
EFMG85400770549608,domestic
WAHQ39931215288634,industrial
ENRN35247370059665,domestic
PVLV93441355167120,industrial
AQOD24312433438779,domestic
JVYI66208715585159,domestic
FQTP76220352089542,domestic
RAKX51254073813708,domestic
ZEBN34207784551846,domestic
COWH94393019622935,domestic
MEEP39447833313343,domestic
FOGL66608699450492,domestic
NGXL37418609394497,domestic
FDLK36378923436792,domestic
BENG66184610421490,domestic
CNTT86559279224757,domestic
WLAL35445528566001,domestic
OKBA54671218645559,domestic
IDLV25802308930770,domestic
UAYP46617844930357,domestic
ZWAF82502428931885,domestic
YEGF27791701313426,domestic
SAWJ78394099744354,domestic
OSPL55832867440264,domestic
ZKPG43880444227846,domestic
SXMX82268442777281,domestic
NHFT84916099108261,domestic
ZPXU23818420860126,domestic
GXZA98143958908536,domestic
KVAN73479116099584,domestic
FVIF75138037361481,domestic
YCEP63387357649644,domestic
RHVS62751041584111,domestic
HBST63872873388066,domestic
KNTA13295301205579,domestic
XLCX82778426117846,domestic
PDDJ07885514620742,domestic
FUKN92112193372842,domestic
MBUV59347024932724,domestic
CXTB22404757815933,domestic
GUOJ42653699971382,domestic
SXEG95083431888101,domestic
ITPJ16307087915606,domestic
QUCE33702544874326,domestic
ZXWX55942012223566,domestic
KPOA19937532089126,domestic
DJPH52747873678053,domestic
WCHP01465080695384,rural commercial
MHRS74376625050105,domestic
ZUEG92816111795774,domestic
FIPV92748687797450,domestic
GISB05062343018672,domestic
WSOS89385934832925,domestic
NTMT09595415161699,domestic
CMEV84555332378977,domestic
PLOW73828386934716,domestic
EOIV29302505876460,domestic
SZKX62293667710343,domestic
DKCY25913019460431,industrial
FAQP32618498404137,domestic
VVFJ69549881788613,domestic
PGLW97911208444458,domestic
UJXJ03775958628081,domestic
DMQW06422804051098,domestic
EQKL85694875580467,industrial
NFMC42616650055728,domestic
LHEI47595523159786,domestic
KOVO60968890213540,domestic
HSSV92876412514992,domestic
FAGM51511678501495,domestic
TQSE59784502052490,domestic
WJLY65217605299802,industrial
IVXM36178913942788,domestic
EBVU90010372787021,domestic
MXGZ55911612091735,domestic
LRXD56118044550086,domestic
HJBK26518077142554,domestic
TRPQ38369235029294,domestic
AYIZ58510315322113,domestic
YKDS99372558505702,industrial
XNRA02582906985247,industrial
DNUT84611745346865,domestic
LANO13263677219830,domestic
LDWP74408638280459,domestic
JTES98822694645015,domestic
KYIN64721824511108,domestic
EYCL28119180396222,domestic
PWPE26250921629505,domestic
MDMT21624203479893,domestic
CDUH34623988572920,domestic
JEDB74748652800427,domestic
RACE57654281207852,domestic
OUMQ62822031339542,domestic
FMWB30477528904604,domestic
ZPYP16337102153664,domestic
YQPA52153664600964,domestic
TZOW37628715447353,domestic
AVOZ85303473345749,domestic
ENRN35247370059665,domestic
HXOV80552734877557,domestic
AQOD24312433438779,domestic
DWZT19944471696987,domestic
JLHV79651458192472,domestic
VBII65124445079697,domestic
PJBG81551254030092,rural commercial
STQF83788566178063,domestic
GULO96019888918857,domestic
ULXZ74015705818119,domestic
APIX23025239230384,domestic
ZASD77615016850404,domestic
GUBM52912770402798,domestic
HDGW89381661531386,domestic
AXPA23320389183167,domestic
IDLV25802308930770,domestic
UAYP46617844930357,domestic
ZWAF82502428931885,domestic
CJWO78407286300281,industrial
FEAK87950058654775,domestic
OSPL55832867440264,domestic
IYPF09448390075115,domestic
ZPVS84874927247581,domestic
GXZA98143958908536,domestic
EGYU92010243816407,domestic
SNGS60110784798477,domestic
DGEK83201214363039,domestic
FISC14039294637504,domestic
MUXX08286207117113,domestic
FVIF75138037361481,domestic
UQMH00076570081337,domestic
YCEP63387357649644,domestic
OIPQ36957733326615,domestic
RHVS62751041584111,domestic
PGGI63053531504200,domestic
HBST63872873388066,domestic
XYES67726049538336,domestic
XLCX82778426117846,domestic
ZYJM77374241099523,domestic
EACA76547460527145,domestic
EQAD52473277545292,domestic
KIVC82184180643031,domestic
UJSQ95697899729285,domestic
LYHK83880786555886,domestic
PANP21106415508656,domestic
GFFG01798583116046,domestic
DWOL20606574790454,domestic
KQAF05774103443738,domestic
NALN72893435915752,industrial
ZXWX55942012223566,domestic
AGZD07213467721118,domestic
EGKE92863689085838,domestic
KBVR83023619560693,domestic
IORP35333790633319,industrial
CYPV95300994106083,domestic
DLEW66076045020818,industrial
DJNJ39568405803546,domestic
TJQR89577141722603,domestic
RLTR39497644977803,domestic
UBRF43244118898980,domestic
TLLE62817198274366,domestic
AFZX94165604206691,domestic
JCCH45150255813989,domestic
SHWN27547104548270,domestic
GPCN62880451476715,domestic
TDCE13502062396117,domestic
QZFL11078530140751,domestic
JLNG91128726071885,domestic
HLKK30611335754098,domestic
YPCS22952921999146,domestic
COIA99590429862472,domestic
KOCS31815362992210,domestic
KCVO76738127528093,domestic
KCXW91343862250032,domestic
JDVW57666669484928,domestic
KOVO60968890213540,domestic
CGDO45046562545022,domestic
WJLY65217605299802,industrial
HJBK26518077142554,domestic
TRPQ38369235029294,domestic
JUGV58574305141320,domestic
MUKI36490339039618,industrial
DWLO25953900969722,domestic
JYBT89780750132404,domestic
PGSE15093993403333,domestic
NZQF59857433519644,domestic
LANO13263677219830,domestic
HKAT77109558655690,domestic
CEZM82527801889609,domestic
TCES88152522045417,domestic
GVAH21693204664851,domestic
TZUJ69246246430307,domestic
ZPAS26919496825129,domestic
BYYN99780792499601,domestic
RZON01584888357610,domestic
MIDT99995692797081,domestic
TNMV48252619601627,domestic
WKRP66567640304049,domestic
PUZZ07640259685759,domestic
BZVZ46317926323110,industrial
TGQX37728861690509,domestic
MGUE22291420733853,domestic
EFMG85400770549608,domestic
TZOW37628715447353,domestic
AVOZ85303473345749,domestic
RUOS59290074761880,domestic
IRVK20928971168293,domestic
VBII65124445079697,domestic
PJBG81551254030092,rural commercial
SLWP56209953541770,domestic
MEEP39447833313343,domestic
STQF83788566178063,domestic
FOGL66608699450492,domestic
APIX23025239230384,domestic
XQWY83246515643622,domestic
USCV77286769892123,domestic
KXHE28709548532082,domestic
HDGW89381661531386,domestic
CNTT86559279224757,domestic
WLAL35445528566001,domestic
IDLV25802308930770,domestic
YEGF27791701313426,domestic
FEAK87950058654775,domestic
GXZA98143958908536,domestic
PBSW73561076867824,domestic
TQQN79248812969358,domestic
AZQH24086160367709,domestic
KVAN73479116099584,domestic
FVIF75138037361481,domestic
PGGI63053531504200,domestic
XLCX82778426117846,domestic
ZYJM77374241099523,domestic
UZBW04205157504459,domestic
HBBB40357355829874,domestic
MBUV59347024932724,domestic
SXEG95083431888101,domestic
TXMI93311189188143,domestic
DWOL20606574790454,domestic
CIRK82309217383949,domestic
WFZV77088054772780,domestic
AQLT91571953050328,industrial
KPOA19937532089126,domestic
AGZD07213467721118,domestic
MPPA13080115709916,domestic
EGKE92863689085838,domestic
OQKD79487300964128,domestic
WWTM07097049580271,industrial
SABC71340820159272,domestic
PLOW73828386934716,industrial
NPQZ40288669056008,domestic
FWDK26901959051108,domestic
VXNE19652261559585,domestic
TLLE62817198274366,domestic
TZUG26964506235646,domestic
AFZX94165604206691,domestic
JCCH45150255813989,rural commercial
NVYM66645427101549,domestic
JCRG87290777008626,domestic
FIQY56544515613149,domestic
HLKK30611335754098,domestic
YPCS22952921999146,domestic
PGLW97911208444458,domestic
MYWJ48428464556631,domestic
EBVU90010372787021,domestic
WJRS83950994486167,domestic
IHZO02034234995964,industrial
MUKI36490339039618,domestic
JYBT89780750132404,domestic
XNRA02582906985247,industrial
ZMUD27592238141769,domestic
PGSE15093993403333,domestic
DNUT84611745346865,domestic
NZQF59857433519644,domestic
HKAT77109558655690,domestic
CEZM82527801889609,domestic
TCES88152522045417,domestic
VOII48117914432340,domestic
GVAH21693204664851,domestic
DZFQ84953412069335,domestic
KYIN64721824511108,domestic
BGTF35225240838848,rural commercial
KDGB81898028808342,domestic
DENA59981898513652,industrial
HDDT94840634914252,domestic
MTTO08254040481312,domestic
GGQC71175062678571,domestic
IKZH08078230683532,domestic
JEDB74748652800427,domestic
YIIM15447185956904,domestic
BZVZ46317926323110,industrial
MGUE22291420733853,domestic
GEXI58848523233536,domestic
NTKM17051501449750,industrial
YQPA52153664600964,domestic
RUOS59290074761880,domestic
IRVK20928971168293,domestic
UTIZ46811041761722,domestic
MEEP39447833313343,domestic
FOGL66608699450492,domestic
IGUG41408649074873,industrial
QHKK45321815200475,domestic
APIX23025239230384,domestic
FDLK36378923436792,domestic
FQHN32673593042325,domestic
ZASD77615016850404,domestic
USCV77286769892123,domestic
BRHB63237066191567,domestic
CNTT86559279224757,domestic
OKBA54671218645559,domestic
WKTU51551269984216,domestic
YEGF27791701313426,domestic
GYSS47563658817704,domestic
OSPL55832867440264,domestic
NZLM45327451935366,domestic
IYPF09448390075115,domestic
